output,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,input17,input18,input19,input20,input21
0.3644444444444444,0.0,0.84765625,0.7784431137724551,0.5430579964850615,0.5384615384615384,0.6213499281953089,0.3141361256544502,0.6348012889366272,0.6677740863787376,0.1018158236057068,0.0711678832116788,0.5663265306122449,0.5833333333333334,0.3617021276595744,0.2753623188405796,0.1077441077441077,0.2470588235294117,0.0635451505016722,0.0793296089385475,0.4968553459119497,0.5117698343504795
0.4088888888888889,0.0,0.84765625,0.7844311377245509,0.5325131810193322,0.5384615384615384,0.6452848252752514,0.4188481675392669,0.6025778732545649,0.6345514950166113,0.062905317769131,0.0638686131386861,0.5153061224489797,0.2777777777777778,0.2978723404255319,0.2753623188405796,0.0909090909090909,0.1999999999999999,0.0635451505016722,0.0815642458100558,0.4842767295597484,0.4507410636442893
0.4311111111111111,0.0,0.84765625,0.7829341317365269,0.5342706502636204,0.5384615384615384,0.6452848252752514,0.2617801047120418,0.6240601503759398,0.5681063122923589,0.053177691309987,0.0602189781021897,0.5535714285714286,0.3888888888888889,0.2978723404255319,0.2753623188405796,0.0909090909090909,0.2117647058823529,0.0635451505016722,0.08268156424581,0.4716981132075471,0.4856146469049694
0.44,0.0,0.84765625,0.7829341317365269,0.5325131810193322,0.5384615384615384,0.6452848252752514,0.2617801047120418,0.6133190118152523,0.6013289036544851,0.049935149156939,0.0638686131386861,0.6428571428571429,0.3888888888888889,0.3404255319148936,0.2753623188405796,0.0909090909090909,0.2588235294117647,0.0635451505016722,0.0837988826815642,0.4716981132075471,0.5727986050566696
0.4222222222222222,0.0,0.84765625,0.7964071856287425,0.5254833040421792,0.5384615384615384,0.6452848252752514,0.2617801047120418,0.6133190118152523,0.5681063122923589,0.053177691309987,0.0711678832116788,0.6556122448979592,0.4444444444444445,0.3404255319148936,0.3478260869565217,0.0909090909090909,0.2235294117647059,0.0635451505016722,0.0837988826815642,0.4716981132075471,0.5640802092414996
0.4622222222222222,0.0,0.84765625,0.7889221556886228,0.5043936731107206,0.5384615384615384,0.6452848252752514,0.3664921465968587,0.6348012889366272,0.6345514950166113,0.0661478599221789,0.0675182481751824,0.5535714285714286,0.25,0.2765957446808511,0.2028985507246376,0.074074074074074,0.1764705882352941,0.0635451505016722,0.0849162011173184,0.4716981132075471,0.4594594594594594
0.4088888888888889,0.0,0.84765625,0.8008982035928144,0.5219683655536028,0.5384615384615384,0.6452848252752514,0.3141361256544502,0.6348012889366272,0.5681063122923589,0.0823605706874189,0.0620437956204379,0.5153061224489797,0.5,0.2765957446808511,0.2028985507246376,0.0909090909090909,0.188235294117647,0.0635451505016722,0.0558659217877094,0.4842767295597484,0.4507410636442893
0.5066666666666667,0.0,0.84765625,0.8068862275449101,0.507908611599297,0.5384615384615384,0.6452848252752514,0.2617801047120418,0.6562835660580021,0.5681063122923589,0.049935149156939,0.0492700729927007,0.528061224489796,0.3055555555555556,0.2553191489361702,0.2028985507246376,0.074074074074074,0.1647058823529411,0.0635451505016722,0.0569832402234636,0.4591194968553458,0.4420226678291193
0.4533333333333333,0.0,0.84765625,0.8008982035928144,0.523725834797891,0.5384615384615384,0.6452848252752514,0.3141361256544502,0.6455424274973146,0.5681063122923589,0.0985732814526588,0.0583941605839416,0.451530612244898,0.25,0.2553191489361702,0.2753623188405796,0.0909090909090909,0.188235294117647,0.0301003344481605,0.0681564245810055,0.4968553459119497,0.3984306887532694
0.3555555555555555,0.0,0.84765625,0.7904191616766467,0.5043936731107206,0.5384615384615384,0.6452848252752514,0.3141361256544502,0.5810955961331901,0.4684385382059801,0.056420233463035,0.0638686131386861,0.5408163265306124,0.2777777777777778,0.2553191489361702,0.2028985507246376,0.074074074074074,0.2352941176470588,0.0301003344481605,0.0759776536312849,0.4591194968553458,0.4943330427201394
0.3733333333333333,0.0,0.84765625,0.7574850299401198,0.5149384885764499,0.6153846153846154,0.6213499281953089,0.3664921465968587,0.5918367346938774,0.5016611295681064,0.040207522697795,0.0620437956204379,0.4642857142857144,0.1944444444444444,0.2340425531914893,0.2028985507246376,0.0572390572390572,0.1647058823529411,0.0301003344481605,0.0793296089385475,0.4465408805031446,0.3984306887532694
0.3422222222222222,0.0,0.84765625,0.9161676646706588,0.5061511423550088,0.6153846153846154,0.6213499281953089,0.3664921465968587,0.5918367346938774,0.4684385382059801,0.056420233463035,0.0711678832116788,0.5153061224489797,0.3333333333333333,0.2127659574468085,0.2028985507246376,0.0909090909090909,0.1764705882352941,0.0301003344481605,0.0782122905027933,0.4591194968553458,0.4420226678291193
0.4266666666666667,0.0,0.84765625,0.7514970059880239,0.4991212653778559,0.5384615384615384,0.5998085208233606,0.3664921465968587,0.6562835660580021,0.7009966777408638,0.033722438391699,0.0547445255474452,0.4642857142857144,0.3333333333333333,0.3191489361702128,0.2753623188405796,0.1245791245791246,0.2117647058823529,0.0635451505016722,0.0871508379888268,0.4842767295597484,0.4245858761987794
0.6,0.0,0.84765625,0.7784431137724551,0.5026362038664324,0.5384615384615384,0.6213499281953089,0.2094240837696335,0.6455424274973146,0.5681063122923589,0.053177691309987,0.0802919708029197,0.5153061224489797,0.2777777777777778,0.2553191489361702,0.2028985507246376,0.1077441077441077,0.2235294117647059,0.0969899665551839,0.1039106145251396,0.4465408805031446,0.4681778552746294
0.4844444444444444,0.0,0.84765625,0.7904191616766467,0.523725834797891,0.5384615384615384,0.6452848252752514,0.3664921465968587,0.6133190118152523,0.7342192691029901,0.0888456549935149,0.0693430656934306,0.5663265306122449,0.3055555555555556,0.1914893617021277,0.1304347826086956,0.1077441077441077,0.4352941176470588,0.0635451505016722,0.1039106145251396,0.4716981132075471,0.6338273757628597
0.52,0.0,0.84765625,0.7829341317365269,0.5219683655536028,0.5384615384615384,0.6452848252752514,0.3141361256544502,0.6777658431793769,0.5681063122923589,0.059662775616083,0.052919708029197,0.528061224489796,0.5,0.3404255319148936,0.3478260869565217,0.1077441077441077,0.2117647058823529,0.0635451505016722,0.0737430167597765,0.4968553459119497,0.4681778552746294
0.4133333333333333,0.0,0.84765625,0.781437125748503,0.5272407732864675,0.5384615384615384,0.6452848252752514,0.3141361256544502,0.6562835660580021,0.6345514950166113,0.046692607003891,0.052919708029197,0.4387755102040817,0.4722222222222222,0.2765957446808511,0.3478260869565217,0.1582491582491582,0.188235294117647,0.0635451505016722,0.0871508379888268,0.4968553459119497,0.3984306887532694
0.4755555555555555,0.0,0.84765625,0.7664670658682635,0.523725834797891,0.5384615384615384,0.6452848252752514,0.3141361256544502,0.6240601503759398,0.6013289036544851,0.043450064850843,0.0474452554744525,0.4387755102040817,0.3055555555555556,0.2978723404255319,0.3478260869565217,0.1077441077441077,0.1647058823529411,0.0635451505016722,0.0782122905027933,0.4591194968553458,0.3809938971229293
0.4533333333333333,0.0,0.84765625,0.7799401197604791,0.5219683655536028,0.5384615384615384,0.6452848252752514,0.3141361256544502,0.6562835660580021,0.6013289036544851,0.062905317769131,0.052919708029197,0.451530612244898,0.4444444444444445,0.2978723404255319,0.2753623188405796,0.1245791245791246,0.2588235294117647,0.0635451505016722,0.0949720670391061,0.4716981132075471,0.4507410636442893
0.4044444444444444,0.0,0.84765625,0.7904191616766467,0.5413005272407733,0.5384615384615384,0.6452848252752514,0.2094240837696335,0.6562835660580021,0.7342192691029901,0.1180285343709468,0.0565693430656934,0.4260204081632653,0.25,0.3829787234042553,0.2028985507246376,0.1582491582491582,0.1999999999999999,0.0635451505016722,0.0770949720670391,0.4842767295597484,0.3897122929380994
0.4933333333333333,0.0,0.84765625,0.7949101796407185,0.4973637961335677,0.5384615384615384,0.6452848252752514,0.2094240837696335,0.6455424274973146,0.6345514950166113,0.0888456549935149,0.0620437956204379,0.4260204081632653,0.25,0.3404255319148936,0.3478260869565217,0.1245791245791246,0.1999999999999999,0.0635451505016722,0.1050279329608938,0.4716981132075471,0.3897122929380994
0.4,0.0,0.84765625,0.7799401197604791,0.5026362038664324,0.5384615384615384,0.6452848252752514,0.3141361256544502,0.6240601503759398,0.6013289036544851,0.059662775616083,0.0565693430656934,0.451530612244898,0.2777777777777778,0.2340425531914893,0.2753623188405796,0.1414141414141414,0.2117647058823529,0.0635451505016722,0.0893854748603352,0.4591194968553458,0.4158674803836094
0.4666666666666667,0.0,0.84765625,0.7410179640718563,0.4868189806678383,0.3076923076923077,0.6213499281953089,0.3141361256544502,0.6992481203007519,0.5016611295681064,0.0693904020752269,0.0620437956204379,0.4260204081632653,0.1666666666666666,0.1702127659574468,0.1304347826086956,0.0909090909090909,0.1999999999999999,0.0635451505016722,0.0815642458100558,0.4465408805031446,0.3984306887532694
0.4622222222222222,0.0,0.681640625,0.7589820359281437,0.4833040421792619,0.3846153846153846,0.6452848252752514,0.4188481675392669,0.6562835660580021,0.5016611295681064,0.0693904020752269,0.0583941605839416,0.3622448979591837,0.1666666666666666,0.2127659574468085,0.2028985507246376,0.0909090909090909,0.2235294117647059,0.0635451505016722,0.0782122905027933,0.4591194968553458,0.3635571054925893
0.4266666666666667,0.0,0.654296875,0.7664670658682635,0.4868189806678383,0.4615384615384615,0.6452848252752514,0.3141361256544502,0.6455424274973146,0.5016611295681064,0.053177691309987,0.0638686131386861,0.5918367346938777,0.1944444444444444,0.1914893617021277,0.1304347826086956,0.0909090909090909,0.2235294117647059,0.0635451505016722,0.0938547486033519,0.4591194968553458,0.5117698343504795
0.4088888888888889,0.0,0.84765625,0.7964071856287425,0.4938488576449912,0.5384615384615384,0.6452848252752514,0.3141361256544502,0.6133190118152523,0.6345514950166113,0.043450064850843,0.052919708029197,0.604591836734694,0.25,0.3191489361702128,0.2753623188405796,0.0909090909090909,0.2235294117647059,0.0635451505016722,0.0949720670391061,0.4716981132075471,0.5292066259808195
